"Ensembl_nodot"	"ENTREZID"	"Symbol"	"gene_type"	"Chr"	"Start"	"End"	"Strand"
"ENSG00000176358"	"255061"	"TAC4"	"protein_coding"	"chr17"	47915671	47925379	"-"
"ENSG00000176371"	"54993"	"ZSCAN2"	"protein_coding"	"chr15"	85144217	85171027	"+"
"ENSG00000176381"	"285800"	"PRR18"	"protein_coding"	"chr6"	166719168	166721936	"-"
"ENSG00000176383"	"79369"	"B3GNT4"	"protein_coding"	"chr12"	122688090	122693499	"+"
"ENSG00000176386"	"246184"	"CDC26"	"protein_coding"	"chr9"	116018115	116037869	"-"
"ENSG00000176387"	"3291"	"HSD11B2"	"protein_coding"	"chr16"	67464555	67471456	"+"
"ENSG00000176390"	"51379"	"CRLF3"	"protein_coding"	"chr17"	29096406	29151794	"-"
"ENSG00000176393"	"6051"	"RNPEP"	"protein_coding"	"chr1"	201951500	201975275	"+"
"ENSG00000176396"	"163126"	"EID2"	"protein_coding"	"chr19"	40028890	40030870	"-"
"ENSG00000176399"	"63951"	"DMRTA1"	"protein_coding"	"chr9"	22446840	22455739	"+"
"ENSG00000176401"	"126272"	"EID2B"	"protein_coding"	"chr19"	40021630	40023494	"-"
"ENSG00000176402"	"349149"	"GJC3"	"protein_coding"	"chr7"	99520892	99527243	"-"
"ENSG00000176406"	"9699"	"RIMS2"	"protein_coding"	"chr8"	104512976	105268322	"+"
"ENSG00000176407"	"56888"	"KCMF1"	"protein_coding"	"chr2"	85198216	85286595	"+"
"ENSG00000176410"	"84277"	"DNAJC30"	"protein_coding"	"chr7"	73095299	73097783	"-"
"ENSG00000176422"	"283377"	"SPRYD4"	"protein_coding"	"chr12"	56862301	56864763	"+"
"ENSG00000176428"	"155382"	"VPS37D"	"protein_coding"	"chr7"	73082155	73086442	"+"
"ENSG00000176435"	"161198"	"CLEC14A"	"protein_coding"	"chr14"	38723308	38725574	"-"
"ENSG00000176438"	"161176"	"SYNE3"	"protein_coding"	"chr14"	95883831	95942173	"-"
"ENSG00000176444"	"1196"	"CLK2"	"protein_coding"	"chr1"	155232659	155248282	"-"
"ENSG00000176454"	"254531"	"LPCAT4"	"protein_coding"	"chr15"	34651106	34659479	"-"
"ENSG00000176463"	"28232"	"SLCO3A1"	"protein_coding"	"chr15"	92396925	92715665	"+"
"ENSG00000176472"	"284346"	"ZNF575"	"protein_coding"	"chr19"	44029649	44040282	"+"
"ENSG00000176473"	"79446"	"WDR25"	"protein_coding"	"chr14"	100842755	100996640	"+"
"ENSG00000176476"	"112869"	"CCDC101"	"protein_coding"	"chr16"	28565236	28603111	"+"
"ENSG00000176485"	"11145"	"PLA2G16"	"protein_coding"	"chr11"	63340667	63384355	"-"
"ENSG00000176490"	"148252"	"DIRAS1"	"protein_coding"	"chr19"	2714565	2721416	"-"
"ENSG00000176495"	"390195"	"OR5AN1"	"protein_coding"	"chr11"	59131885	59132921	"+"
"ENSG00000176531"	"653583"	"PHLDB3"	"protein_coding"	"chr19"	43979106	44009087	"-"
"ENSG00000176532"	"222171"	"PRR15"	"protein_coding"	"chr7"	29603427	29606911	"+"
"ENSG00000176533"	"2788"	"GNG7"	"protein_coding"	"chr19"	2511217	2702707	"-"
"ENSG00000176542"	"205717"	"KIAA2018"	"protein_coding"	"chr3"	113367232	113415493	"-"
"ENSG00000176547"	"256144"	"OR4C3"	"protein_coding"	"chr11"	48346472	48347507	"+"
"ENSG00000176555"	"256148"	"OR4S1"	"protein_coding"	"chr11"	48327775	48328704	"+"
"ENSG00000176563"	"124817"	"CNTD1"	"protein_coding"	"chr17"	40950810	40963605	"+"
"ENSG00000176566"	"138009"	"DCAF4L2"	"protein_coding"	"chr8"	88882973	88886296	"-"
"ENSG00000176567"	"390113"	"OR4X1"	"protein_coding"	"chr11"	48285413	48286330	"+"
"ENSG00000176571"	"168975"	"CNBD1"	"protein_coding"	"chr8"	87878670	88627447	"+"
"ENSG00000176584"	"375940"	"RP11-318C4.2"	"pseudogene"	"chr10"	124516210	124558696	"+"
"ENSG00000176593"	"100128398"	"CTD-2368P22.1"	"protein_coding"	"chr19"	58513429	58522600	"+"
"ENSG00000176595"	"9920"	"KBTBD11"	"protein_coding"	"chr8"	1922044	1955102	"+"
"ENSG00000176597"	"84002"	"B3GNT5"	"protein_coding"	"chr3"	182971032	183016292	"+"
"ENSG00000176601"	"80122"	"MAP3K19"	"protein_coding"	"chr2"	135722061	135805038	"-"
"ENSG00000176605"	"283598"	"C14orf177"	"protein_coding"	"chr14"	99177950	99184098	"+"
"ENSG00000176619"	"84823"	"LMNB2"	"protein_coding"	"chr19"	2427636	2456994	"-"
"ENSG00000176623"	"51115"	"RMDN1"	"protein_coding"	"chr8"	87480486	87526586	"-"
"ENSG00000176624"	"51320"	"MEX3C"	"protein_coding"	"chr18"	48700920	48744674	"-"
"ENSG00000176635"	"150280"	"HORMAD2"	"protein_coding"	"chr22"	30476163	30573064	"+"
"ENSG00000176641"	"220441"	"RNF152"	"protein_coding"	"chr18"	59475296	59561480	"-"
"ENSG00000176658"	"4642"	"MYO1D"	"protein_coding"	"chr17"	30819540	31204195	"-"
"ENSG00000176678"	"2300"	"FOXL1"	"protein_coding"	"chr16"	86609974	86615303	"+"
"ENSG00000176679"	"90655"	"TGIF2LY"	"protein_coding"	"chrY"	3447082	3448082	"+"
"ENSG00000176681"	"9884"	"LRRC37A"	"protein_coding"	"chr17"	44370099	44415160	"+"
"ENSG00000176692"	"2303"	"FOXC2"	"protein_coding"	"chr16"	86600857	86602539	"+"
"ENSG00000176695"	"81099"	"OR4F17"	"protein_coding"	"chr19"	107471	111696	"+"
"ENSG00000176697"	"627"	"BDNF"	"protein_coding"	"chr11"	27676440	27743605	"-"
"ENSG00000176714"	"79635"	"CCDC121"	"protein_coding"	"chr2"	27848506	27851879	"-"
"ENSG00000176715"	"197322"	"ACSF3"	"protein_coding"	"chr16"	89154783	89222254	"+"
"ENSG00000176720"	"666"	"BOK"	"protein_coding"	"chr2"	242498136	242513546	"+"
"ENSG00000176723"	"283933"	"ZNF843"	"protein_coding"	"chr16"	31445569	31454346	"-"
"ENSG00000176731"	"401466"	"C8orf59"	"protein_coding"	"chr8"	86126311	86132650	"-"
"ENSG00000176732"	"375189"	"PFN4"	"protein_coding"	"chr2"	24338241	24346347	"-"
"ENSG00000176742"	"283111"	"OR51V1"	"protein_coding"	"chr11"	5220965	5221930	"-"
"ENSG00000176746"	"158809"	"MAGEB6"	"protein_coding"	"chrX"	26210557	26213763	"+"
"ENSG00000176749"	"8851"	"CDK5R1"	"protein_coding"	"chr17"	30813637	30818274	"+"
"ENSG00000176754"	"284573"	"LINC00303"	"lincRNA"	"chr1"	204001575	204010393	"-"
"ENSG00000176769"	"256536"	"TCERG1L"	"protein_coding"	"chr10"	132890654	133109984	"-"
"ENSG00000176771"	"344148"	"NCKAP5"	"protein_coding"	"chr2"	133429374	134326034	"-"
"ENSG00000176774"	"286514"	"MAGEB18"	"protein_coding"	"chrX"	26156460	26158852	"+"
"ENSG00000176782"	"140596"	"DEFB104A"	"protein_coding"	"chr8"	7693993	7698764	"+"
"ENSG00000176783"	"80230"	"RUFY1"	"protein_coding"	"chr5"	178977559	179037027	"+"
"ENSG00000176787"	"119678"	"OR52E2"	"protein_coding"	"chr11"	5079880	5080857	"-"
"ENSG00000176788"	"10409"	"BASP1"	"protein_coding"	"chr5"	17065707	17276943	"+"
"ENSG00000176797"	"414325"	"DEFB103A"	"protein_coding"	"chr8"	7738726	7740186	"+"
"ENSG00000176798"	"119682"	"OR51L1"	"protein_coding"	"chr11"	5020213	5021160	"+"
"ENSG00000176809"	"374819"	"LRRC37A3"	"protein_coding"	"chr17"	62850430	62915598	"-"
"ENSG00000176826"	"360132"	"FKBP9L"	"pseudogene"	"chr7"	55748767	55780945	"-"
"ENSG00000176834"	"54621"	"VSIG10"	"protein_coding"	"chr12"	118501398	118573831	"-"
"ENSG00000176834"	"101928274"	"VSIG10"	"protein_coding"	"chr12"	118501398	118573831	"-"
"ENSG00000176840"	"284424"	"MIR7-3HG"	"lincRNA"	"chr19"	4769117	4772545	"+"
"ENSG00000176842"	"10265"	"IRX5"	"protein_coding"	"chr16"	54964774	54968397	"+"
"ENSG00000176845"	"284207"	"METRNL"	"protein_coding"	"chr17"	81037567	81052864	"+"
"ENSG00000176853"	"157769"	"FAM91A1"	"protein_coding"	"chr8"	124780696	124827692	"+"
"ENSG00000176871"	"55884"	"WSB2"	"protein_coding"	"chr12"	118470712	118500235	"-"
"ENSG00000176879"	"79324"	"OR51G1"	"protein_coding"	"chr11"	4944531	4945637	"-"
"ENSG00000176884"	"2902"	"GRIN1"	"protein_coding"	"chr9"	140032842	140063207	"+"
"ENSG00000176887"	"6664"	"SOX11"	"protein_coding"	"chr2"	5832799	5841516	"+"
"ENSG00000176890"	"7298"	"TYMS"	"protein_coding"	"chr18"	657604	673578	"+"
"ENSG00000176893"	"81282"	"OR51G2"	"protein_coding"	"chr11"	4935900	4936922	"-"
"ENSG00000176894"	"5827"	"PXMP2"	"protein_coding"	"chr12"	133264192	133297276	"+"
"ENSG00000176895"	"119687"	"OR51A7"	"protein_coding"	"chr11"	4928600	4929538	"+"
"ENSG00000176896"	"170082"	"TCEANC"	"protein_coding"	"chrX"	13671225	13700083	"+"
"ENSG00000176900"	"401665"	"OR51T1"	"protein_coding"	"chr11"	4903049	4904113	"+"
"ENSG00000176903"	"9240"	"PNMA1"	"protein_coding"	"chr14"	74178494	74181128	"-"
"ENSG00000176907"	"56892"	"C8orf4"	"protein_coding"	"chr8"	40010989	40012821	"+"
"ENSG00000176909"	"284358"	"MAMSTR"	"protein_coding"	"chr19"	49215999	49222978	"-"
"ENSG00000176915"	"23141"	"ANKLE2"	"protein_coding"	"chr12"	133302254	133338474	"-"
"ENSG00000176919"	"733"	"C8G"	"protein_coding"	"chr9"	139839698	139841426	"+"
"ENSG00000176920"	"2524"	"FUT2"	"protein_coding"	"chr19"	49199228	49209207	"+"
"ENSG00000176922"	"119692"	"OR51S1"	"protein_coding"	"chr11"	4869427	4870514	"-"
"ENSG00000176925"	"119694"	"OR51F2"	"protein_coding"	"chr11"	4842551	4843686	"+"
"ENSG00000176927"	"374786"	"EFCAB5"	"protein_coding"	"chr17"	28256218	28435470	"+"
"ENSG00000176928"	"51301"	"GCNT4"	"protein_coding"	"chr5"	74323289	74326724	"-"
"ENSG00000176937"	"119695"	"OR52R1"	"protein_coding"	"chr11"	4824663	4825847	"-"
"ENSG00000176945"	"200958"	"MUC20"	"protein_coding"	"chr3"	195447753	195467994	"+"
"ENSG00000176946"	"51078"	"THAP4"	"protein_coding"	"chr2"	242523820	242576864	"-"
"ENSG00000176953"	"84901"	"NFATC2IP"	"protein_coding"	"chr16"	28962128	28978418	"+"
"ENSG00000176956"	"4062"	"LY6H"	"protein_coding"	"chr8"	144239331	144242128	"-"
"ENSG00000176971"	"387758"	"FIBIN"	"protein_coding"	"chr11"	27015628	27018630	"+"
"ENSG00000176973"	"23625"	"FAM89B"	"protein_coding"	"chr11"	65339820	65341669	"+"
"ENSG00000176974"	"6470"	"SHMT1"	"protein_coding"	"chr17"	18231187	18266856	"-"
"ENSG00000176978"	"29952"	"DPP7"	"protein_coding"	"chr9"	140004994	140009629	"-"
"ENSG00000176979"	"166655"	"TRIM60"	"protein_coding"	"chr4"	165953105	165962896	"+"
"ENSG00000176984"	"729173"	"AP000679.2"	"protein_coding"	"chr11"	120039685	120042387	"+"
"ENSG00000176986"	"9632"	"SEC24C"	"protein_coding"	"chr10"	75504120	75531919	"+"
"ENSG00000176988"	"158521"	"FMR1NB"	"protein_coding"	"chrX"	147062849	147108187	"+"
"ENSG00000176994"	"140775"	"SMCR8"	"protein_coding"	"chr17"	18218624	18226517	"+"
"ENSG00000177000"	"4524"	"MTHFR"	"protein_coding"	"chr1"	11845780	11866977	"-"
"ENSG00000177023"	"503618"	"DEFB104B"	"protein_coding"	"chr8"	7327830	7332604	"-"
"ENSG00000177025"	"147685"	"C19orf18"	"protein_coding"	"chr19"	58469805	58485902	"-"
"ENSG00000177030"	"10522"	"DEAF1"	"protein_coding"	"chr11"	644233	706715	"-"
"ENSG00000177034"	"345778"	"MTX3"	"protein_coding"	"chr5"	79275584	79287082	"-"
"ENSG00000177042"	"283232"	"TMEM80"	"protein_coding"	"chr11"	695428	705028	"+"
"ENSG00000177045"	"147912"	"SIX5"	"protein_coding"	"chr19"	46268043	46272484	"-"
"ENSG00000177047"	"3467"	"IFNW1"	"protein_coding"	"chr9"	21140631	21142144	"-"
"ENSG00000177051"	"23403"	"FBXO46"	"protein_coding"	"chr19"	46213887	46234162	"-"
"ENSG00000177054"	"54503"	"ZDHHC13"	"protein_coding"	"chr11"	19138646	19197969	"+"
"ENSG00000177058"	"153129"	"SLC38A9"	"protein_coding"	"chr5"	54921673	55069022	"-"
"ENSG00000177076"	"340485"	"ACER2"	"protein_coding"	"chr9"	19408925	19452018	"+"
"ENSG00000177082"	"84942"	"WDR73"	"protein_coding"	"chr15"	85185999	85197574	"-"
"ENSG00000177084"	"5426"	"POLE"	"protein_coding"	"chr12"	133200348	133263951	"-"
"ENSG00000177096"	"150368"	"FAM109B"	"protein_coding"	"chr22"	42470255	42475445	"+"
"ENSG00000177098"	"6330"	"SCN4B"	"protein_coding"	"chr11"	118004092	118023603	"-"
"ENSG00000177103"	"57453"	"DSCAML1"	"protein_coding"	"chr11"	117298489	117688240	"-"
"ENSG00000177105"	"391"	"RHOG"	"protein_coding"	"chr11"	3848208	3862213	"-"
"ENSG00000177106"	"64787"	"EPS8L2"	"protein_coding"	"chr11"	694438	727727	"+"
"ENSG00000177108"	"283576"	"ZDHHC22"	"protein_coding"	"chr14"	77597613	77609077	"-"
"ENSG00000177112"	"100129827"	"MRVI1-AS1"	"antisense"	"chr11"	10562819	10621479	"+"
"ENSG00000177119"	"196527"	"ANO6"	"protein_coding"	"chr12"	45609770	45834187	"+"
"ENSG00000177125"	"403341"	"ZBTB34"	"protein_coding"	"chr9"	129622944	129648157	"+"
"ENSG00000177133"	"440556"	"LINC00982"	"antisense"	"chr1"	2976179	2985001	"-"
"ENSG00000177138"	"171483"	"FAM9B"	"protein_coding"	"chrX"	8992273	9132680	"-"
"ENSG00000177143"	"1068"	"CETN1"	"protein_coding"	"chr18"	580367	581524	"+"
"ENSG00000177150"	"125228"	"FAM210A"	"protein_coding"	"chr18"	13663346	13726662	"-"
"ENSG00000177151"	"403244"	"OR2T35"	"protein_coding"	"chr1"	248801588	248802559	"-"
"ENSG00000177156"	"6888"	"TALDO1"	"protein_coding"	"chr11"	747329	765024	"+"
"ENSG00000177169"	"8408"	"ULK1"	"protein_coding"	"chr12"	132379196	132407712	"+"
"ENSG00000177174"	"127066"	"OR14C36"	"protein_coding"	"chr1"	248512077	248513015	"+"
"ENSG00000177181"	"284716"	"RIMKLA"	"protein_coding"	"chr1"	42846466	42888249	"+"
"ENSG00000177182"	"157807"	"CLVS1"	"protein_coding"	"chr8"	61969717	62414204	"+"
"ENSG00000177186"	"391196"	"OR2M7"	"protein_coding"	"chr1"	248486894	248487899	"-"
"ENSG00000177189"	"6197"	"RPS6KA3"	"protein_coding"	"chrX"	20168029	20285523	"-"
"ENSG00000177191"	"374907"	"B3GNT8"	"protein_coding"	"chr19"	41931264	41934635	"-"
"ENSG00000177192"	"80324"	"PUS1"	"protein_coding"	"chr12"	132413745	132428406	"+"
"ENSG00000177200"	"80205"	"CHD9"	"protein_coding"	"chr16"	53088945	53363062	"+"
"ENSG00000177201"	"127064"	"OR2T12"	"protein_coding"	"chr1"	248457918	248458880	"-"
"ENSG00000177202"	"171169"	"SPACA4"	"protein_coding"	"chr19"	49110000	49110970	"+"
"ENSG00000177212"	"391195"	"OR2T33"	"protein_coding"	"chr1"	248436073	248437138	"-"
"ENSG00000177225"	"347862"	"PDDC1"	"protein_coding"	"chr11"	767220	777488	"-"
"ENSG00000177234"	"404216"	"C10orf85"	"protein_coding"	"chr10"	122357721	122359629	"+"
"ENSG00000177238"	"493829"	"TRIM72"	"protein_coding"	"chr16"	31225342	31236510	"+"
"ENSG00000177239"	"11253"	"MAN1B1"	"protein_coding"	"chr9"	139981379	140003635	"+"
"ENSG00000177243"	"55894"	"DEFB103B"	"protein_coding"	"chr8"	7286410	7287870	"-"
"ENSG00000177257"	"100289462"	"DEFB4B"	"protein_coding"	"chr8"	7272382	7274385	"-"
"ENSG00000177272"	"3738"	"KCNA3"	"protein_coding"	"chr1"	111214310	111217655	"-"
"ENSG00000177283"	"8325"	"FZD8"	"protein_coding"	"chr10"	35927177	35930362	"-"
"ENSG00000177291"	"219770"	"GJD4"	"protein_coding"	"chr10"	35894338	35897863	"+"
"ENSG00000177294"	"162517"	"FBXO39"	"protein_coding"	"chr17"	6679542	6700420	"+"
"ENSG00000177300"	"53842"	"CLDN22"	"protein_coding"	"chr4"	184239220	184241927	"-"
"ENSG00000177301"	"3737"	"KCNA2"	"protein_coding"	"chr1"	111136202	111174096	"-"
"ENSG00000177302"	"7156"	"TOP3A"	"protein_coding"	"chr17"	18174742	18218321	"-"
"ENSG00000177303"	"57513"	"CASKIN2"	"protein_coding"	"chr17"	73496342	73511664	"-"
"ENSG00000177311"	"253461"	"ZBTB38"	"protein_coding"	"chr3"	141043055	141168634	"+"
"ENSG00000177324"	"139105"	"BEND2"	"protein_coding"	"chrX"	18181051	18239024	"-"
"ENSG00000177335"	"286122"	"C8orf31"	"protein_coding"	"chr8"	144120626	144141359	"+"
"ENSG00000177340"	"79857"	"AC024940.1"	"protein_coding"	"chr12"	31477250	31478879	"+"
"ENSG00000177350"	"645683"	"RPL13AP3"	"pseudogene"	"chr14"	56232895	56234435	"+"
"ENSG00000177352"	"64925"	"CCDC71"	"protein_coding"	"chr3"	49199968	49203754	"-"
"ENSG00000177354"	"118461"	"C10orf71"	"protein_coding"	"chr10"	50507187	50535537	"+"
"ENSG00000177359"	"144203"	"RP11-551L14.1"	"pseudogene"	"chr12"	31264586	31359088	"-"
"ENSG00000177359"	"408186"	"RP11-551L14.1"	"pseudogene"	"chr12"	31264586	31359088	"-"
"ENSG00000177363"	"221091"	"LRRN4CL"	"protein_coding"	"chr11"	62453874	62457371	"-"
"ENSG00000177369"	"124871"	"RP1-62O9.3"	"processed_transcript"	"chr17"	47325601	47336024	"+"
"ENSG00000177370"	"29928"	"TIMM22"	"protein_coding"	"chr17"	900357	906911	"+"
"ENSG00000177374"	"3090"	"HIC1"	"protein_coding"	"chr17"	1957448	1962981	"+"
"ENSG00000177380"	"8541"	"PPFIA3"	"protein_coding"	"chr19"	49622646	49654283	"+"
"ENSG00000177383"	"64110"	"MAGEF1"	"protein_coding"	"chr3"	184428156	184429836	"-"
"ENSG00000177398"	"89766"	"UMODL1"	"protein_coding"	"chr21"	43483068	43563563	"+"
"ENSG00000177406"	"100049716"	"RP11-218M22.1"	"antisense"	"chr12"	740057	772872	"+"
"ENSG00000177409"	"219285"	"SAMD9L"	"protein_coding"	"chr7"	92759368	92777682	"-"
"ENSG00000177410"	"441951"	"ZFAS1"	"antisense"	"chr20"	47894715	47905797	"+"
"ENSG00000177414"	"148581"	"UBE2U"	"protein_coding"	"chr1"	64669310	64733051	"+"
"ENSG00000177425"	"5074"	"PAWR"	"protein_coding"	"chr12"	79968759	80084877	"-"
"ENSG00000177426"	"7050"	"TGIF1"	"protein_coding"	"chr18"	3411606	3458409	"+"
"ENSG00000177427"	"125170"	"MIEF2"	"protein_coding"	"chr17"	18163848	18169866	"+"
"ENSG00000177432"	"266812"	"NAP1L5"	"protein_coding"	"chr4"	89617066	89619386	"-"
"ENSG00000177453"	"167359"	"NIM1"	"protein_coding"	"chr5"	43192173	43280952	"+"
"ENSG00000177455"	"930"	"CD19"	"protein_coding"	"chr16"	28943260	28950667	"+"
"ENSG00000177459"	"203111"	"C8orf47"	"protein_coding"	"chr8"	99076539	99105838	"+"
"ENSG00000177462"	"343172"	"OR2T8"	"protein_coding"	"chr1"	248084320	248085258	"+"
"ENSG00000177463"	"7182"	"NR2C2"	"protein_coding"	"chr3"	14989091	15095107	"+"
"ENSG00000177464"	"2828"	"GPR4"	"protein_coding"	"chr19"	46093022	46105466	"-"
"ENSG00000177465"	"122970"	"ACOT4"	"protein_coding"	"chr14"	74058410	74063200	"+"
"ENSG00000177468"	"167826"	"OLIG3"	"protein_coding"	"chr6"	137813336	137815531	"-"
"ENSG00000177469"	"284119"	"PTRF"	"protein_coding"	"chr17"	40554470	40575535	"-"
"ENSG00000177476"	"81469"	"OR2G3"	"protein_coding"	"chr1"	247768856	247769838	"+"
"ENSG00000177479"	"10425"	"ARIH2"	"protein_coding"	"chr3"	48956254	49023815	"+"
"ENSG00000177483"	"375316"	"RBM44"	"protein_coding"	"chr2"	238707032	238751451	"+"
"ENSG00000177485"	"10009"	"ZBTB33"	"protein_coding"	"chrX"	119384607	119392253	"+"
"ENSG00000177489"	"81470"	"OR2G2"	"protein_coding"	"chr1"	247751662	247752615	"+"
"ENSG00000177494"	"79413"	"ZBED2"	"protein_coding"	"chr3"	111311747	111314290	"-"
"ENSG00000177504"	"51480"	"VCX2"	"protein_coding"	"chrX"	8137989	8139308	"-"
"ENSG00000177508"	"79191"	"IRX3"	"protein_coding"	"chr16"	54317216	54320675	"-"
"ENSG00000177511"	"51046"	"ST8SIA3"	"protein_coding"	"chr18"	55018044	55038962	"+"
"ENSG00000177519"	"56475"	"RPRM"	"protein_coding"	"chr2"	154333852	154335322	"-"
"ENSG00000177535"	"127623"	"OR2B11"	"protein_coding"	"chr1"	247614255	247615308	"-"
"ENSG00000177542"	"79751"	"SLC25A22"	"protein_coding"	"chr11"	790475	798316	"-"
"ENSG00000177548"	"79874"	"RABEP2"	"protein_coding"	"chr16"	28915742	28947847	"-"
"ENSG00000177551"	"4808"	"NHLH2"	"protein_coding"	"chr1"	116378998	116386538	"-"
"ENSG00000177553"	"102724659"	"RP11-56N19.5"	"antisense"	"chr1"	11837134	11839676	"-"
"ENSG00000177556"	"475"	"ATOX1"	"protein_coding"	"chr5"	151121877	151152093	"-"
"ENSG00000177558"	"148109"	"FAM187B"	"protein_coding"	"chr19"	35715703	35719632	"-"
"ENSG00000177565"	"79718"	"TBL1XR1"	"protein_coding"	"chr3"	176737143	176915261	"-"
"ENSG00000177570"	"401474"	"SAMD12"	"protein_coding"	"chr8"	119201698	119634234	"-"
"ENSG00000177575"	"9332"	"CD163"	"protein_coding"	"chr12"	7623409	7656489	"-"
"ENSG00000177576"	"497661"	"C18orf32"	"protein_coding"	"chr18"	47008028	47013622	"-"
"ENSG00000177595"	"55367"	"PIDD"	"protein_coding"	"chr11"	799179	809753	"-"
"ENSG00000177599"	"126069"	"ZNF491"	"protein_coding"	"chr19"	11908482	11920437	"+"
"ENSG00000177600"	"6181"	"RPLP2"	"protein_coding"	"chr11"	809647	812880	"+"
"ENSG00000177602"	"83903"	"GSG2"	"protein_coding"	"chr17"	3627211	3630067	"+"
"ENSG00000177606"	"3725"	"JUN"	"protein_coding"	"chr1"	59246465	59249785	"-"
"ENSG00000177613"	"23283"	"CSTF2T"	"protein_coding"	"chr10"	53455247	53459355	"-"
"ENSG00000177614"	"79605"	"PGBD5"	"protein_coding"	"chr1"	230457392	230561475	"-"
"ENSG00000177627"	"121273"	"C12orf54"	"protein_coding"	"chr12"	48876286	48890295	"+"
"ENSG00000177628"	"2629"	"GBA"	"protein_coding"	"chr1"	155204243	155214490	"-"
"ENSG00000177640"	"255082"	"CASC2"	"antisense"	"chr10"	119805790	119969663	"+"
"ENSG00000177646"	"28976"	"ACAD9"	"protein_coding"	"chr3"	128598439	128634910	"+"
"ENSG00000177663"	"23765"	"IL17RA"	"protein_coding"	"chr22"	17565844	17596583	"+"
"ENSG00000177666"	"57104"	"PNPLA2"	"protein_coding"	"chr11"	818902	825573	"+"
"ENSG00000177669"	"619373"	"MBOAT4"	"protein_coding"	"chr8"	29989340	30002202	"-"
"ENSG00000177673"	"165100"	"C2orf57"	"protein_coding"	"chr2"	232457575	232458994	"+"
"ENSG00000177674"	"57085"	"AGTRAP"	"protein_coding"	"chr1"	11796141	11814859	"+"
"ENSG00000177675"	"283316"	"CD163L1"	"protein_coding"	"chr12"	7499281	7632493	"-"
"ENSG00000177679"	"222183"	"SRRM3"	"protein_coding"	"chr7"	75831216	75916605	"+"
"ENSG00000177683"	"168451"	"THAP5"	"protein_coding"	"chr7"	108194987	108210194	"-"
"ENSG00000177684"	"245928"	"DEFB114"	"protein_coding"	"chr6"	49927962	49931818	"-"
"ENSG00000177685"	"283229"	"EFCAB4A"	"protein_coding"	"chr11"	826144	831991	"+"
"ENSG00000177688"	"387082"	"SUMO4"	"protein_coding"	"chr6"	149721495	149722177	"+"
"ENSG00000177689"	"139422"	"MAGEB10"	"protein_coding"	"chrX"	27826107	27841131	"+"
"ENSG00000177692"	"54943"	"DNAJC28"	"protein_coding"	"chr21"	34860497	34864027	"-"
"ENSG00000177693"	"26682"	"OR4F4"	"protein_coding"	"chr15"	102462245	102463298	"-"
"ENSG00000177694"	"254827"	"NAALADL2"	"protein_coding"	"chr3"	174156363	175523428	"+"
"ENSG00000177697"	"977"	"CD151"	"protein_coding"	"chr11"	832843	839831	"+"
"ENSG00000177700"	"5441"	"POLR2L"	"protein_coding"	"chr11"	837356	842545	"-"
"ENSG00000177706"	"56975"	"FAM20C"	"protein_coding"	"chr7"	192969	300711	"+"
"ENSG00000177707"	"25945"	"PVRL3"	"protein_coding"	"chr3"	110788918	110994410	"+"
"ENSG00000177710"	"83650"	"SLC35G5"	"protein_coding"	"chr8"	11188397	11189717	"+"
"ENSG00000177710"	"646000"	"SLC35G5"	"protein_coding"	"chr8"	11188397	11189717	"+"
"ENSG00000177721"	"389289"	"ANXA2R"	"protein_coding"	"chr5"	43039335	43043272	"-"
"ENSG00000177728"	"9772"	"KIAA0195"	"protein_coding"	"chr17"	73437240	73496171	"+"
"ENSG00000177731"	"2314"	"FLII"	"protein_coding"	"chr17"	18148150	18162230	"-"
"ENSG00000177732"	"6666"	"SOX12"	"protein_coding"	"chr20"	306207	310865	"+"
"ENSG00000177733"	"10949"	"HNRNPA0"	"protein_coding"	"chr5"	137087075	137090039	"-"
"ENSG00000177738"	"648987"	"CTD-2201E18.3"	"sense_overlapping"	"chr5"	43014516	43067521	"-"
"ENSG00000177752"	"285525"	"YIPF7"	"protein_coding"	"chr4"	44624086	44680573	"-"
"ENSG00000177757"	"400728"	"FAM87B"	"lincRNA"	"chr1"	752751	755214	"+"
"ENSG00000177791"	"58529"	"MYOZ1"	"protein_coding"	"chr10"	75391412	75401515	"-"
"ENSG00000177800"	"677790"	"TMEM78"	"protein_coding"	"chr1"	229385383	229387557	"+"
"ENSG00000177807"	"3766"	"KCNJ10"	"protein_coding"	"chr1"	160007257	160040038	"-"
"ENSG00000177830"	"66005"	"CHID1"	"protein_coding"	"chr11"	867357	915058	"-"
"ENSG00000177839"	"56127"	"PCDHB9"	"pseudogene"	"chr5"	140566893	140571111	"+"
"ENSG00000177842"	"253639"	"ZNF620"	"protein_coding"	"chr3"	40547483	40560227	"+"
"ENSG00000177853"	"9849"	"ZNF518A"	"processed_transcript"	"chr10"	97889472	97965044	"+"
